ac_key,chassis_id,requested_date,machine_salesmodel,fault_code,description,state,correction,cause,cause_local_language,complaint,complaint_local_language,machine_hours
AC0548209,C480E3401,1900-01-01T00:00:00Z,EC480E,P10F800,Air Filter Clogged,Closed,CUSTOMER HAS BEEN ALERTED. THEY TYPICALLY HAVE THEIR TECHS WORK ON THE MACHINES AND CONTACT US IF NEEDED.,,,DTC DESCRIPTION(S): Error Alarm descriptionP10F800 - Air Filter Clogged-,DTC DESCRIPTION(S): Error Alarm descriptionP10F800 - Air Filter Clogged-,6101
AC0660995,A40G3491,1900-01-01T00:00:00Z,A40G,MID128PSID89FMI14,Aftertreatment reagent dosing valve: Special instructions,Closed,Service declined,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PSID89 FMI14 - Aftertreatment reagent dosing valve: Special instructions-,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PSID89 FMI14 - Aftertreatment reagent dosing valve: Special instructions-,10585
AC0628243,L120G0126,1900-01-01T00:00:00Z,L120G,MID187PSID52FMI12,Central lubrication: Faulty device or component,Closed,4/3/24,,,DTC DESCRIPTION(S): Error Alarm descriptionMID187 PSID52 FMI12 - Central lubrication: Faulty device or component-,DTC DESCRIPTION(S): Error Alarm descriptionMID187 PSID52 FMI12 - Central lubrication: Faulty device or component-,14604
AC0567932,L90H0166,2024-01-11T15:24:46Z,L90H,U010A00,Aftertreatment Control Module - Lost Communication with Exhaust Gas Recirculation Control Unit A,Closed,Repaired in case 49114,,,"DTC DESCRIPTION(S): Error Alarm descriptionU010A00 - Aftertreatment Control Module - Lost Communication with Exhaust Gas Recirculation Control Unit A Prosis linkFault active for more than 2 daysHint:22630564 (EGR VALVE)SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors



Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L90H013665
B152316
Cab Interior Temperature Sensor Circuit: Circuit voltage below threshold
17
","DTC DESCRIPCIÓN(ES): Descripción de la alarma de errorU010A00 - Módulo de control de postratamiento - Pérdida de comunicación con la unidad de control de recirculación de gases de escape AEnlace de prosisAvería activa durante más de 2 díasSugerencia:22630564 (VÁLVULA EGR)SOFTWARE: Nuevo software disponible, actualice a la última versiónINFORMACIÓN ADICIONAL : Otros errores de TC



ID del chasis*
Formato de falla 1
Tipo de error/alarma
Nº de errores


L90H013665
B152316
Circuito del ",23270
AC0131215,A60H3508,1900-01-01T00:00:00Z,A60H,MID128PPID326FMI14,Soot Level: Special instructions,Closed,Tech dispatched for doagnosis/repair. ,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PPID326 FMI14 - Soot Level: Special instructions-,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PPID326 FMI14 - Soot Level: Special instructions-,3076
AC0317001,C380E3480,2022-09-21T10:57:57Z,EC380E,P22FE00,P22FE00 - Engine ECU - NOx Sensor Performance - Sensing Element Bank 1 Sensor 2,Closed,Other,,,"DTC DESCRIPTION(S): Error Alarm descriptionP22FE00 - P22FE00 - Engine ECU - NOx Sensor Performance - Sensing Element Bank 1 Sensor 2 Prosis linkHint:22827993 (SENSOR) 22219283 (SENSOR)SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Priority
Fault Format 1
Type of Error/Alarm
No of Errors


C380E314802
1
P229E93
NOx Sensor Bank 1 Sensor 2: No operation
1


C380E314802
1
P22FE00
NOx Sensor Performance - Sen","DTC DESCRIPTION(S): Descrição do alarme de erroP22FE00 - P22FE00 - Motor ECU - Desempenho do Sensor NOx - Sensor de sensor 1Link prosisDica:22827993 (SENSOR) 22219283 (SENSOR)SOFTWARE: Novo software disponível, por favor, atualize para a versão mais recenteINFORMAÇÕES ADICIONAIS : Outros erros de CT


ID de chassi*
Prioridade
Formato de falha 1
Tipo de erro/alarme
Nenhum dos erros


C380E314802
1
P229E93
NOx Sensor Bank 1 Sensor 2: Sem operação
1


C380E314802
1
P22FE00
Desem",2112
AC0114668,L260H0150,2021-07-16T07:24:24Z,L260H,P104B11,P104B11 - General Purpose Machine Electronic Control Unit 1 - LS-Pressure Sensor Circuit: Circuit short to ground,Closed,Customer has not reported errors. ,,,"DTC DESCRIPTION(S): Error Alarm descriptionP104B11 - P104B11 - General Purpose Machine Electronic Control Unit 1 - LS-Pressure Sensor Circuit: Circuit short to ground Prosis linkFault active for more than 2 daysADDITIONAL INFORMATION : Error(s)SOFTWARE: New software available, please update to latest version","BESKRIVELSE(R) FOR DTC: Beskrivelse av feilalarmP104B11 - P104B11 - Generell maskin elektronisk kontrollenhet 1 - LS-trykksensorkrets: Krets kort til bakken  Prose-koblingFeil aktiv i mer enn 2 dagerTILLEGGSINFORMASJON: FeilPROGRAMVARE: Ny programvare tilgjengelig, vennligst oppdater til nyeste versjon",0
AC0123604,EC4802218,1900-01-01T00:00:00Z,EC480DL,MID128PID94FMI7,Fuel Delivery Pressure: Mechanical system not responding properly,Closed,Diesel filter replacement.,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID94 FMI7 - Fuel Delivery Pressure: Mechanical system not responding properly-,DTC DESCRIPTION(S): Descrição do alarme de erroMID128 PID94 FMI7 - Pressão de Entrega de Combustível: Sistema mecânico não responde corretamente-,0
AC0483465,L180H0628,2023-09-06T08:49:57Z,L180H,C105111,"General Purpose Machine Electronic Control Unit 2 - Tilt Cylinder, Positive side, Pressure Sensor Circuit: Circuit short to ground",Closed,Other,,,"DTC DESCRIPTION(S): Error Alarm descriptionC105111 - General Purpose Machine Electronic Control Unit 2 - Tilt Cylinder, Positive side, Pressure Sensor Circuit: Circuit short to ground Prosis linkFault active for more than 2 days SOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors



Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L180H016282
C105111
Tilt Cylinder, Positive side, Pressure Sensor Circuit: Circuit short","DESCRIPCIÓN DE DTC: Descripción de alarma de errorC105111 - Unidad de control electrónico de la máquina de uso general 2 - Cilindro de inclinación, lado positivo, sensor de presión Circuito: Circuito corto a tierraEnlace ProsisFallo activo durante más de 2 días SOFTWARE: Nuevo software disponible, actualice a la última versiónINFORMACIÓN ADICIONAL : Otros errores de TC



ID del chasis*
Formato de error 1
Tipo de error/alarma
Nº de errores


L180H016282
C105111
Cilindro de inclinació",4356
AC0280295,C250E3355,2022-06-28T08:24:10Z,EC250E,P100701,P100701 - Engine ECU - Air Filter Indicator: General Electrical Failure,Closed,service scheduled for 06/07/2022,,,"DTC DESCRIPTION(S): Error Alarm descriptionP100701 - P100701 - Engine ECU - Air Filter Indicator: General Electrical Failure Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Priority
Fault Format 1
Type of Error/Alarm
No of Errors


C250E323559
1
P100701
Air Filter Indicator: General Electrical Failure
10


","ActiveCare Case info.divTable{display: table;width: 100%;color: #000000;}.divTableRow {display: table-row;}.divTableHeading {background-color: #EEE;display: table-header-group;}.divTableCell, .divTableHead {border: 1px solid #999999;display: table-cell;padding: 3px 10px;background-color: #ffffff;}.divTableHeading {background-color: #EEE;display: table-header-group;font-weight: bold;}.divTableFoot {background-color: #EEE;display: table-footer-group;font-weight: bold;}.divTableBody {display: table",768
AC0043514,L220H0281,1900-01-01T00:00:00Z,L220H,P008A00,Low Pressure Fuel System Pressure - Too Low,Closed,Unit coming into shop for repair,,,DTC DESCRIPTION(S): Error Alarm descriptionP008A00 - Low Pressure Fuel System Pressure - Too Low-,DTC DESCRIPTION(S): Error Alarm descriptionP008A00 - Low Pressure Fuel System Pressure - Too Low-,0
AC0008248,L120H6204,1900-01-01T00:00:00Z,L120H,P226401,Water in Fuel Sensor: General Electrical Failure,Closed,cUSTOMER REPORTS NO ISSUES AT THIS TIME,,,DTC DESCRIPTION(S): Error Alarm descriptionP226401 - Water in Fuel Sensor: General Electrical Failure,DTC DESCRIPTION(S): Error Alarm descriptionP226401 - Water in Fuel Sensor: General Electrical Failure,0
AC0717636,A40G3241,2024-07-09T07:54:42Z,A40G,MID146PSID5FMI11,ECC-ECU - AC-system: Unidentifiable error,Closed,customer will perform the repairs for ac related isssues ,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID146 PSID5 FMI11 - ECC-ECU - AC-system: Unidentifiable error Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest versionCAMPAIGN STATUS: Campaign(s) available - Please conduct available campaign(s)


Chassis ID
SCC Code
SCC Type Description
Campaign Id
Campaign Title
Campaign Start Date
Last Repair Date


A40G323418
RW001
Recommended
238392
W-ECU Update to 4G (UAE) 398 ART/ COS/ EXC/ PA","وصف (أوصاف) DTC: وصف إنذار الخطأMID146 PSID5 FMI11 - ECC-ECU - نظام التيار المتردد: خطأ غير معروفرابط بروسيسخطأ نشط لأكثر من 2 أيامالبرنامج: يتوفر برنامج جديد ، يرجى التحديث إلى أحدث إصدارحالة الحملة: الحملة (الحملات) المتاحة - يرجى إجراء الحملة (الحملات) المتاحة


معرف الشاسيه
كود SCC
وصف نوع SCC
معرف الحملة
عنوان الحملة
تاريخ بدء الحملة
تاريخ آخر إصلاح


A40G323418
RW001
اوصت
238392
تحديث W-ECU إلى 4G (الإمارات العربية المتحدة) 398 ART / COS / EXC / PAT / WLO 66R
08/10/2023 00",14656
AC0499990,A60H3515,1900-01-01T00:00:00Z,A60H,MID130PSID57FMI5,Gearsolenoid s8: Current below normal or open circuit,Closed,services performed and completed by the customer,,,DTC DESCRIPTION(S): Error Alarm descriptionMID130 PSID57 FMI5 - Gearsolenoid s8: Current below normal or open circuit-,DTC DESCRIPTION(S): Error Alarm descriptionMID130 PSID57 FMI5 - Gearsolenoid s8: Current below normal or open circuit-,3172
AC0340063,L60F0794,1900-01-01T00:00:00Z,L60F,MID128PID111FMI1,Coolant level: Data valid but below operational range,Closed,"An attempt was made to contact the client, but to no avail.",,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID111 FMI1 - Coolant level: Data valid but below operational range-,"DTC DESCRIPTION(S): Descrição do alarme de erroMID128 PID111 FMI1 - Nível de refranão: Dados válidos, mas abaixo da faixa operacional-",9865
AC0079881,C220E3100,1900-01-01T00:00:00Z,EC220E,P20EE84,SCR NOx Catalyst Efficiency Below Threshold (Bank 1): Signal below allowable range,Closed,NO ISSUES,,,DTC DESCRIPTION(S): Error Alarm descriptionP20EE84 - SCR NOx Catalyst Efficiency Below Threshold (Bank 1): Signal below allowable range-,DTC DESCRIPTION(S): Error Alarm descriptionP20EE84 - SCR NOx Catalyst Efficiency Below Threshold (Bank 1): Signal below allowable range-,0
AC0053550,L90H6230,1900-01-01T00:00:00Z,L90H,U100D00,Limp Home Activation,Closed,See above.,,,DTC DESCRIPTION(S): Error Alarm descriptionU100D00 - Limp Home Activation-,DTC DESCRIPTION(S): Error Alarm descriptionU100D00 - Limp Home Activation-,0
AC0182424,C300E3408,1900-01-01T00:00:00Z,EC300E,P20E892,Reductant Pressure Too Low: Performance or incorrect operation,Closed,tech going to site,,,DTC DESCRIPTION(S): Error Alarm descriptionP20E892 - Reductant Pressure Too Low: Performance or incorrect operation-,DTC DESCRIPTION(S): Error Alarm descriptionP20E892 - Reductant Pressure Too Low: Performance or incorrect operation-,2086
AC0577483,A45G3261,2024-01-26T07:57:15Z,A45G,MID187PPID1156FMI3,Vehicle Control Unit - Hydraulic oil temp: Voltage above normal or shorted to higher voltage,Closed,Next pm service,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID187 PPID1156 FMI3 - Vehicle Control Unit - Hydraulic oil temp: Voltage above normal or shorted to higher voltage Prosis linkFault active for more than 2 daysSOFTWARE: New software available, please update to latest versionADDITIONAL INFORMATION : Other CT errors



Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


A45G322617
MID140PID153PIDTYPE3FMI2
System diagnostic code #3: Data erratic, intermittent, or incorrect
1


A4","DESCRIPTION(S) DTC : Description de l’alarme d’erreurMID187 PPID1156 FMI3 - Unité de commande du véhicule - Température de l’huile hydraulique : Tension supérieure à la normale ou court-circuitée à une tension plus élevéeLien ProsisDéfaut actif pendant plus de 2 joursLOGICIEL : Nouveau logiciel disponible, veuillez mettre à jour vers la dernière versionINFORMATIONS COMPLÉMENTAIRES : Autres erreurs CT



N° d’identification du châssis*
Format d’erreur 1
Type d’erreur/d’alarme
Nombre d’erre",20530
AC0001504,C350E3010,1900-01-01T00:00:00Z,EC350E,P10F800,Air Filter Clogged,Closed,cusotmer to take care of,,,DTC DESCRIPTION(S): Error Alarm descriptionP10F800 - Air Filter Clogged,DTC DESCRIPTION(S): Error Alarm descriptionP10F800 - Air Filter Clogged,0
AC0676764,C300E3094,1900-01-01T00:00:00Z,EC300E,P250A13,Engine Oil Level Sensor: Circuit open,Closed,CUSTOMER HAS BEEN ALERTED. TYPICALLY HAS THEIR TECHS WORK ON MACHINES. WILL CALL IF NEEDED.,,,DTC DESCRIPTION(S): Error Alarm descriptionP250A13 - Engine Oil Level Sensor: Circuit open-,DTC DESCRIPTION(S): Error Alarm descriptionP250A13 - Engine Oil Level Sensor: Circuit open-,6785
AC0835119,L90H0204,2024-10-30T19:20:07Z,L90H,P100312,General Purpose Machine Electronic Control Unit 3 - Front Axle Oil Temperature Sensor Circuit: Circuit short to battery,Closed,"Aware, will action on next scheduled service ",,,"DTC DESCRIPTION(S): Error Alarm descriptionP100312 - General Purpose Machine Electronic Control Unit 3 - Front Axle Oil Temperature Sensor Circuit: Circuit short to battery Prosis linkFault active for more than 2 daysHint:15153124 (TEMPERATURE SENSOR)ADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L90H020049
B108678
Unknown: Alignment or adjustment incorrect
9


L90H020049
C10287B
Central Lubrication Lubricant Level Low: L","DTC DESCRIPTION(S): Error Alarm descriptionP100312 - General Purpose Machine Electronic Control Unit 3 - Front Axle Oil Temperature Sensor Circuit: Circuit short to battery Prosis linkFault active for more than 2 daysHint:15153124 (TEMPERATURE SENSOR)ADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L90H020049
B108678
Unknown: Alignment or adjustment incorrect
9


L90H020049
C10287B
Central Lubrication Lubricant Level Low: L",1699
AC0052449,L70H0114,2021-02-19T15:05:49Z,L70H,U015500,Aftertreatment Control ModuleLost Communication With Instrument Panel Cluster (IPC) Control Module,Closed,Changed HMICU VOE1381435,,,"DTC DESCRIPTION(S): Error Alarm descriptionU015500 - U015500 - Aftertreatment Control Module
Lost Communication With Instrument Panel Cluster (IPC) Control Module Prosis linkFault active for more than 2 daysADDITIONAL INFORMATION : InformationSee AC0052447 for additional info","DESCRIPTION DTC(S) : Description de l’alarme d’erreurU015500 - U015500 - Module de contrôle après traitement
Perte de communication avec le module de contrôle du cluster de table instruments (IPC)  Lien ProsisDéfaut actif pendant plus de 2 joursINFORMATIONS COMPLÉMENTAIRES : InformationsVoir AC0052447 pour plus d’informations",1157
AC0507962,A45G3468,1900-01-01T00:00:00Z,A45G,MID128SID231FMI2,"SAE J1939 data link: Data erratic, intermittent, or incorrect",Closed,10/03/23,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID128 SID231 FMI2 - SAE J1939 data link: Data erratic, intermittent, or incorrect-","DTC DESCRIPTION(S): Error Alarm descriptionMID128 SID231 FMI2 - SAE J1939 data link: Data erratic, intermittent, or incorrect-",4800
AC0003014,L90G6160,1900-01-01T00:00:00Z,L90G,MID187PSID52FMI12,Central lubrication: Faulty device or component,Closed,SENSOR NEEDS TO BE REPLACED. CUSTOMER DECLINED SERVICES,,,DTC DESCRIPTION(S): Error Alarm descriptionMID187 PSID52 FMI12 - Central lubrication: Faulty device or component,DTC DESCRIPTION(S): Error Alarm descriptionMID187 PSID52 FMI12 - Central lubrication: Faulty device or component,9532
AC0108961,L110H6194,1900-01-01T00:00:00Z,L110H,P204A01,Reductant Pressure Sensor: General Electrical Failure,Closed,"repaired
",,,DTC DESCRIPTION(S): Error Alarm descriptionP204A01 - Reductant Pressure Sensor: General Electrical Failure-,DTC DESCRIPTION(S): Error Alarm descriptionP204A01 - Reductant Pressure Sensor: General Electrical Failure-,1765
AC0678753,A30G3567,2024-05-30T10:25:50Z,A30G,MID128PID110FMI0,Engine ECU - Engine coolant temperature: Data valid but above normal operational range,Closed,"A technician has already intervened on the machine, for the replacement of a probe, no active fault codes, the machine has not been heated up since the intervention. 
Try machine OK",,,"DTC DESCRIPTION(S): Error Alarm descriptionMID128 PID110 FMI0 - Engine ECU - Engine coolant temperature: Data valid but above normal operational range Prosis linkADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


A30G352670
MID146PID5PIDTYPE1FMI11
AC-system: Unidentifiable error
16


A30G352670
MID187PID1388PIDTYPE0FMI14
Operator seat belt indication: Special instructions
2


A30G352670
MID187PID238PIDTYPE1FMI12
Data li","DESCRIPTION DU DTC : Description de l’alarme d’erreurMID128 PID110 FMI0 - ECU moteur - Température du liquide de refroidissement du moteur : Données valides mais supérieures à la plage de fonctionnement normaleLien prosisINFORMATIONS COMPLÉMENTAIRES : Autres erreurs CT


ID du châssis*
Format d’erreur 1
Type d’erreur/alarme
Nombre d’erreurs


A30G352670
MID146PID5PIDTYPE1FMI11
Système AC : erreur non identifiable
16


A30G352670
MID187PID1388PIDTYPE0FMI14
Indication de la ceintu",5708
AC0019079,L90H6232,1900-01-01T00:00:00Z,L90H,P100312,Front Axle Oil Temperature Sensor Circuit: Circuit short to battery,Closed,sensor could be bad,,,DTC DESCRIPTION(S): Error Alarm descriptionP100312 - Front Axle Oil Temperature Sensor Circuit: Circuit short to battery-,DTC DESCRIPTION(S): Error Alarm descriptionP100312 - Front Axle Oil Temperature Sensor Circuit: Circuit short to battery-,3098
AC0272406,L150H0451,1900-01-01T00:00:00Z,L150H,P020612,"Cylinder 6 Injector """"A"""": Circuit short to battery",Closed,Installed new ECU. No issues post repair. ,,,"DTC DESCRIPTION(S): Error Alarm descriptionP020612 - Cylinder 6 Injector """"A"""": Circuit short to battery-","DTC DESCRIPTION(S): Error Alarm descriptionP020612 - Cylinder 6 Injector """"A"""": Circuit short to battery-",11911
AC0623437,L220H0315,1900-01-01T00:00:00Z,L220H,P054415,Exhaust Gas Temperature Sensor Bank 1 Sensor 1: Circuit short to battery or open,Closed,Customer reports no issue,,,DTC DESCRIPTION(S): Error Alarm descriptionP054415 - Exhaust Gas Temperature Sensor Bank 1 Sensor 1: Circuit short to battery or open Prosis link,DTC DESCRIPTION(S): Error Alarm descriptionP054415 - Exhaust Gas Temperature Sensor Bank 1 Sensor 1: Circuit short to battery or open Prosis link,6856
AC0192520,L70H6296,1900-01-01T00:00:00Z,L70H,P047064,"Exhaust Pressure Sensor """"A"""": Signal plausibility failure",Closed,Def Frozen.,,,"DTC DESCRIPTION(S): Error Alarm descriptionP047064 - Exhaust Pressure Sensor """"A"""": Signal plausibility failure-","DTC DESCRIPTION(S): Error Alarm descriptionP047064 - Exhaust Pressure Sensor """"A"""": Signal plausibility failure-",13174
AC0400772,L220H0223,1900-01-01T00:00:00Z,L220H,C10287B,General Purpose Machine Electronic Control Unit 1 - Central Lubrication Lubricant Level Low: Low fluid level,Closed,Top up grease in system,,,DTC DESCRIPTION(S): Error Alarm descriptionC10287B - General Purpose Machine Electronic Control Unit 1 - Central Lubrication Lubricant Level Low: Low fluid level Prosis linkFault active for more than 2 days,डीटीसी विवरण (एस): त्रुटि अलार्म विवरणC10287B - सामान्य प्रयोजन मशीन इलेक्ट्रॉनिक नियंत्रण इकाई 1 - केंद्रीय स्नेहन स्नेहक स्तर निम्न: निम्न द्रव स्तरप्रोसिस लिंकदोष 2 दिनों से अधिक समय तक सक्रिय,3564
AC0100647,C220E3402,1900-01-01T00:00:00Z,EC220E,P20EE84,SCR NOx Catalyst Efficiency Below Threshold (Bank 1): Signal below allowable range,Closed,06/16/21,,,DTC DESCRIPTION(S): Error Alarm descriptionP20EE84 - SCR NOx Catalyst Efficiency Below Threshold (Bank 1): Signal below allowable range-,DTC DESCRIPTION(S): Error Alarm descriptionP20EE84 - SCR NOx Catalyst Efficiency Below Threshold (Bank 1): Signal below allowable range-,511
AC0404049,C220E3069,1900-01-01T00:00:00Z,EC220E,,Scheduled Service reminder,Closed,Customer will perform service.,,,SCHEDULED SERVICE REMINDER: Plant maintenance due,SCHEDULED SERVICE REMINDER: Plant maintenance due,1972
AC0850912,A40G3526,2024-11-14T12:29:53Z,A40G,MID249PPID1176FMI3,"Body Builder Module - Brake cooling, oil temp Axle3.1: Voltage above normal or shorted to higher voltage",Closed,RAS,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID249 PPID1176 FMI3 - Body Builder Module - Brake cooling, oil temp Axle3.1: Voltage above normal or shorted to higher voltage Prosis linkFault active for more than 2 daysCAMPAIGN STATUS: Campaign(s) available - Please conduct available campaign(s)


Chassis ID
SCC Code
SCC Type Description
Campaign Id
Campaign Title
Campaign Start Date
Last Repair Date


A40G352260
MA007
Mandatory
249190
Auxiliary hydraulic steering, inspect and secure","DESCRIPTION DU DTC : Description de l’alarme d’erreurMID249 PPID1176 FMI3 - Module Carrossier - Refroidissement des freins, température de l’huile Essieu3.1 : Tension supérieure à la normale ou court-circuitée à une tension supérieureLien ProsisDéfaut actif pendant plus de 2 joursSTATUT DE LA CAMPAGNE : Campagne(s) disponible(s) - Veuillez mener la ou les campagnes disponibles


ID du châssis
Code CSC
Description du type de CSC
ID de la campagne
Titre de la campagne
Date de début de la c",6211
AC0379826,L60G0001,2023-02-11T06:19:50Z,L60G,MID128PSID96FMI1,MID128 PSID96 FMI1 - Engine ECU - Rail pressure system: Data valid but below operational range,Closed,Other,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID128 PSID96 FMI1 - MID128 PSID96 FMI1 - Engine ECU - Rail pressure system: Data valid but below operational range Prosis link ServiceBulletin
SOFTWARE: Unknown software version. Please check with Techtool and update if available during next machine visitADDITIONAL INFORMATION : Other CT errors


Chassis Id*
Fault Format 1
Type of Error/Alarm
No of Errors


L60G002015
MID140PID1414PIDTYPE0FMI14
Gear selector #1: Special instructions
1


","DESCRIPCIÓN DE DTC: Descripción de alarma de errorMID128 PSID96 FMI1 - MID128 PSID96 FMI1 - ECU del motor - Sistema de presión del carril: Datos válidos pero por debajo del rango operativoEnlace ProsisServiceBulletin
SOFTWARE: Versión de software desconocida. Consulte con Techtool y actualice si está disponible durante la próxima visita a la máquinaINFORMACIÓN ADICIONAL : Otros errores de TC


ID del chasis*
Formato de error 1
Tipo de error/alarma
Nº de errores


L60G002015
MID140PID14",24510
AC0488488,C220E3446,1900-01-01T00:00:00Z,EC220E,P016F00,Closed Loop Fuel Pressure Control At Limit - Pressure Too Low,Closed,"Contacted customer, they report no issues at this time and will contact if service is needed.
",,,DTC DESCRIPTION(S): Error Alarm descriptionP016F00 - Closed Loop Fuel Pressure Control At Limit - Pressure Too Low-,DTC DESCRIPTION(S): Error Alarm descriptionP016F00 - Closed Loop Fuel Pressure Control At Limit - Pressure Too Low-,813
AC0819527,L60H0123,2024-10-17T07:37:38Z,L60H,P24A424,Aftertreatment Control Module - Diesel Particulate Filter Restriction - Soot Accumulation Too High (Bank 1): Signal stuck high,Closed,customer gave no details,,,"DTC DESCRIPTION(S): Error Alarm descriptionP24A424 - Aftertreatment Control Module - Diesel Particulate Filter Restriction - Soot Accumulation Too High (Bank 1): Signal stuck high Prosis linkHint:22349097 (PRESSURE SENSOR)SOFTWARE: New software available, please update to latest versionCAMPAIGN STATUS: Campaign(s) available - Please conduct available campaign(s)


Chassis ID
SCC Code
SCC Type Description
Campaign Id
Campaign Title
Campaign Start Date
Last Repair Date


L60H014231
RW","Descrição(ões) do DTC: Descrição do alarme de erroP24A424 - Módulo de controle de pós-tratamento - Restrição do filtro de partículas diesel - Acúmulo de fuligem muito alto (Banco 1): Sinal preso altoLink da prosisDica: 22349097 (SENSOR DE PRESSÃO)SOFTWARE: Novo software disponível, atualize para a versão mais recenteSTATUS DA CAMPANHA: Campanha(s) disponível(is) - Por favor, realize a(s) campanha(s) disponível(is)


ID do chassi
Código SCC
Descrição do tipo SCC
ID da campanha
Título da ca",6223
AC0020128,L70H6287,1900-01-01T00:00:00Z,L70H,P203164,Exhaust Gas Temperature Sensor Bank 1 Sensor 2: Signal plausibility failure,Closed,Service Scheduled.,,,DTC DESCRIPTION(S): Error Alarm descriptionP203164 - Exhaust Gas Temperature Sensor Bank 1 Sensor 2: Signal plausibility failure-,DTC DESCRIPTION(S): Error Alarm descriptionP203164 - Exhaust Gas Temperature Sensor Bank 1 Sensor 2: Signal plausibility failure-,730
AC0815957,L220H0214,2024-10-14T12:03:55Z,L220H,P103511,GPMECU2 - Boom Angle Channel 2 - Circuit Short To Ground,Closed,"The customer has acknowledged this case and will be conducting an inspection in the next services, The customer will check on the next service schedule and inform us when the service is finished
",,,"DTC DESCRIPTION(S): Error Alarm descriptionP103511 - GPMECU2 - Boom Angle Channel 2 - Circuit Short To Ground Prosis linkSOFTWARE: New software available, please update to latest version","DESKRIPSI DTC: Deskripsi Alarm KesalahanP103511 - GPMECU2 - Boom Angle Channel 2 - Sirkuit Korsleting Ke TanahTautan prosisPERANGKAT LUNAK: Perangkat lunak baru tersedia, harap perbarui ke versi terbaru",18851
AC0181745,EC1602057,1900-01-01T00:00:00Z,EC160DL,MID128PPID387FMI15,Exhaust gas temperature sensor #2: Data valid but above normal operational range,Closed,none,,,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PPID387 FMI15 - Exhaust gas temperature sensor #2: Data valid but above normal operational range-,DTC DESCRIPTION(S): Error Alarm descriptionMID128 PPID387 FMI15 - Exhaust gas temperature sensor #2: Data valid but above normal operational range-,7615
AC0030536,L90G0050,1900-01-01T00:00:00Z,L90G,MID140PSID15FMI8,"Engine condition: Abnormal frequency, pulse width, or period",Closed,Customer denied service call.,,,"DTC DESCRIPTION(S): Error Alarm descriptionMID140 PSID15 FMI8 - Engine condition: Abnormal frequency, pulse width, or period-","DTC DESCRIPTION(S): Error Alarm descriptionMID140 PSID15 FMI8 - Engine condition: Abnormal frequency, pulse width, or period-",12950
AC0035751,C750E3001,2020-12-23T12:41:51Z,EC750E,P246300,P246300 - Engine ECUParticulate Filter Restriction - Soot Accumulation Bank 1,Closed,"Closed due to occurring over holiday period,  historical error now",,,"DTC DESCRIPTION(S): Error Alarm descriptionP246300 - P246300 - Engine ECU
Particulate Filter Restriction - Soot Accumulation Bank 1 Prosis linkHint:22134242 (EGR COOLER) 22452554 (MODULE)SOFTWARE: New software available, please update to latest versionHIGH IDLE TIME: Idling time higher than recommended. Recommendation is to reduce idle time to save component life time and lower Co2 emissionFor the latest 1057 hour 39,9% idle time.POSSIBLE OPERATOR BEHAVIOR IMPROVEMENTS: Action recommended – From","DTC DESCRIPTION(S): Error Alarm descriptionP246300 - P246300 - Engine ECU
Particulate Filter Restriction - Soot Accumulation Bank 1 Prosis linkHint:22134242 (EGR COOLER) 22452554 (MODULE)SOFTWARE: New software available, please update to latest versionHIGH IDLE TIME: Idling time higher than recommended. Recommendation is to reduce idle time to save component life time and lower Co2 emissionFor the latest 1057 hour 39,9% idle time.POSSIBLE OPERATOR BEHAVIOR IMPROVEMENTS: Action recommended – From",0
